pin,slack
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[3],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[4],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[5],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[6],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[7],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[8],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[9],
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:ADn,
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:ALn,16293
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:CLK,15323
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:D,18487
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:EN,17058
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:LAT,
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:Q,15323
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:SD,
CoreUARTapb_0/uUART/make_TX/tx_byte[2]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_full_indicator_un113_baud_clock_1:A,16176
CoreUARTapb_0/uUART/make_RX/receive_full_indicator_un113_baud_clock_1:B,16127
CoreUARTapb_0/uUART/make_RX/receive_full_indicator_un113_baud_clock_1:C,16030
CoreUARTapb_0/uUART/make_RX/receive_full_indicator_un113_baud_clock_1:D,15799
CoreUARTapb_0/uUART/make_RX/receive_full_indicator_un113_baud_clock_1:Y,15799
COREABC_0/SMADDR_12_iv_6_87_i_m4:A,16403
COREABC_0/SMADDR_12_iv_6_87_i_m4:B,16212
COREABC_0/SMADDR_12_iv_6_87_i_m4:C,15086
COREABC_0/SMADDR_12_iv_6_87_i_m4:Y,15086
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[0]:A,17282
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[0]:B,17354
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[0]:Y,17282
CoreUARTapb_0/uUART/make_RX/rx_state_RNINSJ6[0]:A,13475
CoreUARTapb_0/uUART/make_RX/rx_state_RNINSJ6[0]:B,13425
CoreUARTapb_0/uUART/make_RX/rx_state_RNINSJ6[0]:Y,13425
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:CLK,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:D,16225
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:EN,15657
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:Q,17374
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:SD,
CoreUARTapb_0/uUART/make_RX/rx_shift[5]:SLn,
COREABC_0/un1_ICYCLE_6_i_a3:A,15782
COREABC_0/un1_ICYCLE_6_i_a3:B,15691
COREABC_0/un1_ICYCLE_6_i_a3:Y,15691
COREABC_0/SMADDR[5]:ADn,
COREABC_0/SMADDR[5]:ALn,16293
COREABC_0/SMADDR[5]:CLK,14838
COREABC_0/SMADDR[5]:D,14971
COREABC_0/SMADDR[5]:EN,15691
COREABC_0/SMADDR[5]:LAT,
COREABC_0/SMADDR[5]:Q,14838
COREABC_0/SMADDR[5]:SD,
COREABC_0/SMADDR[5]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_count[0]:ADn,
CoreUARTapb_0/uUART/make_RX/receive_count[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/receive_count[0]:CLK,13970
CoreUARTapb_0/uUART/make_RX/receive_count[0]:D,13425
CoreUARTapb_0/uUART/make_RX/receive_count[0]:EN,18219
CoreUARTapb_0/uUART/make_RX/receive_count[0]:LAT,
CoreUARTapb_0/uUART/make_RX/receive_count[0]:Q,13970
CoreUARTapb_0/uUART/make_RX/receive_count[0]:SD,
CoreUARTapb_0/uUART/make_RX/receive_count[0]:SLn,
CoreUARTapb_0/uUART/RXRDY_NEW_un1_rx_fifo:A,17344
CoreUARTapb_0/uUART/RXRDY_NEW_un1_rx_fifo:B,17260
CoreUARTapb_0/uUART/RXRDY_NEW_un1_rx_fifo:Y,17260
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:B,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:C,17125
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:CC,13637
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:P,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:S,13637
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNO[12]:UB,
CoreUARTapb_0/uUART/tx_hold_reg[1]:ADn,
CoreUARTapb_0/uUART/tx_hold_reg[1]:ALn,16293
CoreUARTapb_0/uUART/tx_hold_reg[1]:CLK,18487
CoreUARTapb_0/uUART/tx_hold_reg[1]:D,17095
CoreUARTapb_0/uUART/tx_hold_reg[1]:EN,15926
CoreUARTapb_0/uUART/tx_hold_reg[1]:LAT,
CoreUARTapb_0/uUART/tx_hold_reg[1]:Q,18487
CoreUARTapb_0/uUART/tx_hold_reg[1]:SD,
CoreUARTapb_0/uUART/tx_hold_reg[1]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[6]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[6]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[6]:Y,16225
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_10:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_10:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_10:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_10:IPC,
COREABC_0/STKPTR[3]:ADn,
COREABC_0/STKPTR[3]:ALn,16293
COREABC_0/STKPTR[3]:CLK,17206
COREABC_0/STKPTR[3]:D,13592
COREABC_0/STKPTR[3]:EN,
COREABC_0/STKPTR[3]:LAT,
COREABC_0/STKPTR[3]:Q,17206
COREABC_0/STKPTR[3]:SD,
COREABC_0/STKPTR[3]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[1]:A,17405
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[1]:B,17339
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[1]:C,15935
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[1]:D,14731
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[1]:Y,14731
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_27:C,16822
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_27:IPC,16822
COREABC_0/ACCUM_NEXT_6_ns[7]:A,17484
COREABC_0/ACCUM_NEXT_6_ns[7]:B,17281
COREABC_0/ACCUM_NEXT_6_ns[7]:C,17125
COREABC_0/ACCUM_NEXT_6_ns[7]:D,13253
COREABC_0/ACCUM_NEXT_6_ns[7]:Y,13253
RX,
SCLO<0>,
SDAO<0>,
TX,
